0 0 2.4 2.4 2.81421 0.0 1.0 0.0005924378000000001 5.005283333333332e-05 5.005283333333332e-05 6.367160000000001e-05 5.0778499999999995e-05 6.367160000000001e-05
5 5 36.5 36.5 39.56515399999999 0.7301997245932823 1.0 0.007842077900000001 3.7071021301805234e-05 3.7071021301805234e-05 6.63595e-05 3.4559e-05 4.698209999999999e-05
10 10 968.6 968.6 983.1801920000029 21.456629329550665 1.0 0.2196552619 3.4666022570962416e-05 3.4666022570962416e-05 0.0010602074000000002 3.3136500000000004e-05 4.2421799999999994e-05
15 15 2078.2 2078.2 2128.2779890000115 32.68479830714837 1.0 0.4335226135 3.3856551317361774e-05 3.3856551317361774e-05 0.0013901042000000001 3.30135e-05 4.1336300000000006e-05
20 20 875.5 875.5 897.991602999998 9.95545616633584 1.0 0.18000995339999998 3.295353097590996e-05 3.295353097590996e-05 0.001207719 3.1289999999999993e-05 3.88492e-05
25 25 1059.6 1059.6 1081.4702879999973 9.484752627359825 1.0 0.22125032569999997 3.297465458560076e-05 3.297465458560076e-05 0.00044577060000000005 3.2172400000000004e-05 4.081869999999999e-05
30 30 408.3 408.3 420.9334049999996 2.43900451522645 1.0 0.0871443494 3.275530297323838e-05 3.275530297323838e-05 0.00045098119999999994 3.23951e-05 4.04336e-05
35 35 3824.2 3824.2 3915.3676209999403 26.71265905085993 1.0 0.8446279876 3.2960106334977576e-05 3.2960106334977576e-05 0.0019081849999999997 3.22079e-05 4.034519999999999e-05
40 40 275.3 275.3 284.6197250000001 0.7616212718623758 1.0 0.057979219299999996 3.26390056803823e-05 3.26390056803823e-05 0.00041196189999999995 3.23847e-05 4.0359100000000005e-05
45 45 4245.4 4245.4 4332.881151999968 22.921406827786235 1.0 0.8981762604 3.223505072955239e-05 3.223505072955239e-05 0.0026244772 3.0478999999999997e-05 3.7750300000000003e-05
50 50 3435.9 3435.9 3526.943357999945 16.50688605091841 1.0 0.7612810671 3.379820258062299e-05 3.379820258062299e-05 0.0022766677 3.16823e-05 3.90868e-05
55 55 1922.0 1922.0 1958.699005999996 7.816746955205079 1.0 0.4283939382 3.387161657447546e-05 3.387161657447546e-05 0.0030346943 2.93832e-05 3.66041e-05
60 60 4732.9 4732.9 4818.931417000032 18.869999004282985 1.0 1.0095479800000002 3.422029690168108e-05 3.422029690168108e-05 0.0056473598 2.9000699999999995e-05 3.6138e-05
65 65 11391.0 11391.0 11593.921479000033 43.16776124879569 1.0 2.5143231548000005 3.317129879071025e-05 3.317129879071025e-05 0.0088675257 2.8751699999999998e-05 3.58974e-05
70 70 8977.3 8977.3 9126.167073999995 31.373722029324814 1.0 1.8876925536999998 3.3508704192868586e-05 3.3508704192868586e-05 0.006773464500000001 2.8984300000000003e-05 3.66816e-05
75 75 6724.0 6724.0 6845.860582000079 21.660434355578225 1.0 1.4413856135999998 3.246617031812521e-05 3.246617031812521e-05 0.0049980977 2.8930699999999997e-05 3.61271e-05
80 80 9627.1 9627.1 9727.670188000033 29.21023789023361 1.0 2.0461474511999995 3.255626807072274e-05 3.255626807072274e-05 0.007854824799999998 2.8897799999999996e-05 3.55485e-05
85 85 14514.8 14514.8 14715.111956000008 42.007844879750046 1.0 3.0957672536 3.2089040449777124e-05 3.2089040449777124e-05 0.0083865156 2.83648e-05 3.5961600000000005e-05
