Teste,Bucket,Estados expandidos,Episódios de busca,Custo da trajetória,% Sol. Ótima,Ações por Episódio de Busca,Tempo Total Busca,Tempo Médio Episódio de Busca,Tempo Médio Busca por Ação,Tempo máximo de planejamento,Fifty,Ninety
1,0,3.0,3,3.8284199999999995,0.0,1.0,0.000759215,4.828433333333334e-05,4.828433333333334e-05,5.5919e-05,4.6145e-05,5.5919e-05
2,0,2.0,2,2.0,0.0,1.0,0.000485343,5.1215000000000003e-05,5.1215000000000003e-05,5.7116e-05,5.7116e-05,5.7116e-05
3,0,2.0,2,2.0,0.0,1.0,0.000503673,6.10365e-05,6.10365e-05,7.5768e-05,7.5768e-05,7.5768e-05
4,0,2.0,2,2.4142099999999997,0.0,1.0,0.00047861,4.9931e-05,4.9931e-05,5.6222e-05,5.6222e-05,5.6222e-05
5,0,4.0,4,4.0,0.17157409766827458,1.0,0.000904553,4.7511750000000005e-05,4.7511750000000005e-05,5.8398e-05,5.233e-05,5.8398e-05
6,0,2.0,2,2.4142099999999997,0.0,1.0,0.000506433,5.4465499999999995e-05,5.4465499999999995e-05,5.7749e-05,5.7749e-05,5.7749e-05
7,0,3.0,3,3.4142099999999997,0.0,1.0,0.000727411,4.6187e-05,4.6187e-05,5.8225e-05,4.3238e-05,5.8225e-05
8,0,2.0,2,2.82842,0.0,1.0,0.000534183,6.0515499999999993e-05,6.0515499999999993e-05,6.5007e-05,6.5007e-05,6.5007e-05
9,0,1.0,1,1.41421,0.0,1.0,0.00028539,6.4495e-05,6.4495e-05,6.4495e-05,6.4495e-05,6.4495e-05
10,0,2.0,2,2.0,0.0,1.0,0.000518688,4.2688e-05,4.2688e-05,4.7935e-05,4.7935e-05,4.7935e-05
11,5,22.0,22,23.242630000000002,1.2907333948188663e-06,1.0,0.004670425,3.684863636363636e-05,3.684863636363636e-05,5.7421e-05,3.3189e-05,4.1528e-05
12,5,21.0,21,23.485260000000004,0.0,1.0,0.004841258,3.996290476190476e-05,3.996290476190476e-05,7.1273e-05,3.5317e-05,5.189e-05
13,5,19.0,19,21.485260000000004,0.0,1.0,0.004094814,3.928931578947368e-05,3.928931578947368e-05,5.7482e-05,3.9824e-05,4.9651e-05
14,5,22.0,22,23.656840000000003,0.06358249485222066,1.0,0.004874583,3.989981818181818e-05,3.989981818181818e-05,5.4664e-05,4.0848e-05,5.0401e-05
15,5,25.0,25,26.242630000000002,0.12563128117801983,1.0,0.005736941,3.5512160000000006e-05,3.5512160000000006e-05,5.4748e-05,3.43e-05,4.3687e-05
16,5,24.0,24,24.82842,0.07616975350113345,1.0,0.005698381,3.9390499999999995e-05,3.9390499999999995e-05,5.609e-05,4.0932e-05,4.9312e-05
17,5,27.0,27,28.242630000000002,0.34034910374873645,1.0,0.006285563,3.681722222222222e-05,3.681722222222222e-05,6.2778e-05,3.6203e-05,4.5337e-05
18,5,17.0,17,20.727890000000006,0.0,1.0,0.004164062,4.291164705882354e-05,4.291164705882354e-05,5.9967e-05,4.2475e-05,5.7591e-05
19,5,22.0,22,24.071050000000003,0.0787565486674107,1.0,0.005274513,3.884100000000001e-05,3.884100000000001e-05,5.6169e-05,3.951e-05,4.635e-05
20,5,16.0,16,20.970520000000004,0.0,1.0,0.003912968,4.193925e-05,4.193925e-05,5.6549e-05,4.1392e-05,4.6727e-05
21,10,128.0,128,130.89946999999998,1.983796936865883,1.0,0.02885709,3.628259375000001e-05,3.628259375000001e-05,5.5114e-05,3.7785e-05,4.5432e-05
22,10,41.0,41,44.727889999999974,0.040895170186126706,1.0,0.009493398,3.653982926829269e-05,3.653982926829269e-05,6.4562e-05,3.3209e-05,4.2438e-05
23,10,45.0,45,46.24262999999999,0.08843835397184412,1.0,0.009362981,3.445628888888889e-05,3.445628888888889e-05,5.6831e-05,3.2521e-05,4.2155e-05
24,10,44.0,44,45.65683999999999,0.040030979851706394,1.0,0.010046314,4.053213636363637e-05,4.053213636363637e-05,5.7024e-05,4.0372e-05,4.9487e-05
25,10,33.0,33,40.45577999999999,0.0,1.0,0.007416728,4.0265787878787895e-05,4.0265787878787895e-05,5.6841e-05,4.1518e-05,4.4141e-05
26,10,40.0,40,46.627359999999975,0.06702426856757032,1.0,0.008258188,3.641002500000001e-05,3.641002500000001e-05,5.1122e-05,3.7721e-05,4.3429e-05
27,10,35.0,35,42.45577999999998,0.0,1.0,0.007709385,4.0041028571428574e-05,4.0041028571428574e-05,5.9247e-05,4.1104e-05,4.9444e-05
28,10,42.0,42,43.65683999999999,0.027575184828634514,1.0,0.008990951,3.982835714285714e-05,3.982835714285714e-05,5.73e-05,4.114e-05,5.021e-05
29,10,43.0,43,45.071049999999985,0.06695728956077472,1.0,0.00936669,3.97996046511628e-05,3.97996046511628e-05,5.6381e-05,4.0321e-05,4.9151e-05
30,10,39.0,39,43.556309999999975,0.027639861459768045,1.0,0.008383483,3.780512820512822e-05,3.780512820512822e-05,5.6565e-05,3.4465e-05,4.957e-05
31,15,62.0,62,63.65683999999999,0.058440593195116054,1.0,0.013901928,3.633606451612904e-05,3.633606451612904e-05,5.0946e-05,3.669e-05,4.4542e-05
32,15,76.0,76,79.31367999999999,0.24710965753640038,1.0,0.017019384,3.5849631578947346e-05,3.5849631578947346e-05,5.7559e-05,3.3633e-05,4.44e-05
33,15,166.0,166,176.76945999999998,1.768919151762358,1.0,0.037642052,3.7245578313253026e-05,3.7245578313253026e-05,6.5503e-05,3.7434e-05,4.5665e-05
34,15,53.0,53,64.18366999999995,0.018591161711540776,1.0,0.012043326,3.835728301886793e-05,3.835728301886793e-05,5.3537e-05,4.0697e-05,4.2763e-05
35,15,60.0,60,64.14209999999997,0.047847523083256065,1.0,0.01303791,3.8327933333333336e-05,3.8327933333333336e-05,5.8085e-05,3.7143e-05,4.9052e-05
36,15,66.0,66,68.48525999999998,0.11438236911731649,1.0,0.013984027,3.639196969696971e-05,3.639196969696971e-05,6.7847e-05,3.3764e-05,4.7567e-05
37,15,64.0,64,74.35524999999998,0.19904228522774525,1.0,0.013999223,3.7104562500000005e-05,3.7104562500000005e-05,5.6038e-05,3.7258e-05,4.6941e-05
38,15,67.0,67,81.49734999999994,0.2785883611729499,1.0,0.01452864,3.833755223880596e-05,3.833755223880596e-05,5.7198e-05,4.0368e-05,4.583e-05
39,15,49.0,49,63.497349999999955,0.0284620530255046,1.0,0.010725353,4.014714285714285e-05,4.014714285714285e-05,5.3234e-05,4.0915e-05,4.7321e-05
40,15,67.0,67,71.55630999999997,0.1444084066217895,1.0,0.014231849,3.62264328358209e-05,3.62264328358209e-05,5.7173e-05,3.5013e-05,4.3308e-05
41,20,250.0,250,257.04157,2.0684349692489876,1.0,0.05924063,3.819957599999998e-05,3.819957599999998e-05,5.799e-05,3.8672e-05,4.567e-05
42,20,93.0,93,98.38472999999996,0.2108174532458385,1.0,0.021478604,3.549579569892474e-05,3.549579569892474e-05,6.6343e-05,3.3569e-05,4.2262e-05
