Teste Bucket Num. Solves Total Time Final Cost
1 0 2.0 0.001369089 1.41421
2 0 2.0 0.001457623 1.41421
3 0 2.0 0.00195775 2.0
4 0 1.0 1.1678e-05 0.0
5 0 2.0 0.001391524 1.41421
6 0 2.0 0.002288277 3.4142099999999997
7 0 2.0 0.001358264 1.0
8 0 2.0 0.001897911 2.82842
9 0 2.0 0.002327527 3.0
10 0 2.0 0.002423518 3.8284199999999995
11 5 2.0 0.008601213 20.970520000000004
12 5 2.0 0.009356932 20.071050000000003
13 5 48.0 0.610228645 22.727890000000002
14 5 44.0 0.549546488 23.727890000000002
15 5 2.0 0.010801374 23.071050000000003
16 5 77.0 0.485434394 21.727890000000006
17 5 63.0 0.407951828 21.142100000000003
18 5 2.0 0.009437573 20.485260000000004
19 5 64.0 0.729752196 22.31368
20 5 61.0 0.532738935 22.727890000000002
21 10 129.0 3.006305559 40.97052
22 10 108.0 3.236832172 41.38473
23 10 2.0 0.019643649 41.24262999999999
24 10 125.0 3.054165301 40.384730000000005
25 10 243.0 2.772144985 40.556309999999996
26 10 220.0 2.362679654 40.31367999999999
27 10 239.0 2.619581786 41.31367999999999
28 10 132.0 1.777175777 41.071049999999985
29 10 4.0 0.043169393 41.24262999999999
30 10 163.0 3.233154948 42.55631
31 15 334.0 7.42953109 63.65683999999999
32 15 317.0 6.278876503 60.48525999999998
33 15 318.0 6.395312283 61.89946999999998
34 15 321.0 5.861887742 60.65683999999999
35 15 165.0 2.765390544 61.071049999999985
36 15 209.0 3.804315775 60.65683999999999
37 15 349.0 7.351289314 62.07104999999999
38 15 356.0 6.812322414 60.72788999999998
39 15 268.0 4.757891978 62.48525999999998
40 15 358.0 7.054818985 60.07104999999999
