Teste,Bucket,Estados expandidos,Episódios de busca,Custo da trajetória,% Sol. Ótima,Ações por Episódio de Busca,Tempo Total Busca,Tempo Médio Episódio de Busca,Tempo Médio Busca por Ação,Tempo máximo de planejamento,Fifty,Ninety
1,0,2.0,2,2.82842,0.0,1.0,0.000164573,5.65105e-05,5.65105e-05,7.2056e-05,7.2056e-05,7.2056e-05
2,0,3.0,3,3.0,0.0,1.0,0.000201809,4.6927333333333334e-05,4.6927333333333334e-05,6.9568e-05,3.6987e-05,6.9568e-05
3,0,2.0,2,2.82842,0.0,1.0,0.000160795,5.48925e-05,5.48925e-05,7.1652e-05,7.1652e-05,7.1652e-05
4,0,2.0,2,2.82842,0.0,1.0,0.000161862,5.5455e-05,5.5455e-05,7.2553e-05,7.2553e-05,7.2553e-05
5,0,3.0,3,3.4142099999999997,0.001234604105571731,1.0,0.000208444,4.836633333333334e-05,4.836633333333334e-05,7.0592e-05,3.7445e-05,7.0592e-05
6,0,3.0,3,3.0,0.0,1.0,0.000204843,4.747966666666667e-05,4.747966666666667e-05,7.0275e-05,3.7087e-05,7.0275e-05
7,0,3.0,3,3.0,0.0,1.0,0.000204804,4.796733333333334e-05,4.796733333333334e-05,7.1534e-05,3.7169e-05,7.1534e-05
8,0,3.0,3,3.8284199999999995,0.0,1.0,0.00020888,4.887333333333333e-05,4.887333333333333e-05,7.1233e-05,3.812e-05,7.1233e-05
9,0,2.0,2,2.82842,0.0,1.0,0.00016236,5.59325e-05,5.59325e-05,7.2053e-05,7.2053e-05,7.2053e-05
10,0,3.0,3,3.4142099999999997,0.001234604105571731,1.0,0.000196573,4.494733333333333e-05,4.494733333333333e-05,6.2955e-05,3.6877e-05,6.2955e-05
11,5,20.0,20,23.313680000000005,0.00015787215787243006,1.0,0.000924569,3.468635e-05,3.468635e-05,6.6637e-05,3.4059e-05,3.706e-05
