Teste,Bucket,Num. Solves,Total Time,Final Cost
134,13,293.0,4.95651538,55.48525999999999
135,13,282.0,4.522492591,54.89946999999999
136,13,3.0,0.043672165,55.656839999999995
137,13,273.0,4.600368679,52.65684
138,13,187.0,2.473277594,52.48526
139,13,240.0,3.373728278,55.899469999999994
140,13,268.0,4.036477489,54.72788999999999
141,14,303.0,7.065455197,59.41421
142,14,4.0,0.060538912,56.24262999999999
143,14,200.0,3.609908812,57.65683999999999
144,14,3.0,0.046236844,57.828419999999994
145,14,288.0,5.875663923,56.828419999999994
146,14,290.0,5.197436265,56.071049999999985
147,14,3.0,0.043838751,56.24262999999999
148,14,225.0,3.988984849,59.071049999999985
149,14,4.0,0.061710745,59.65683999999999
150,14,300.0,5.093936053,56.89946999999999
151,15,334.0,7.425797119,63.65683999999999
152,15,317.0,6.746597607,60.48525999999998
153,15,318.0,6.265225923,61.89946999999998
154,15,321.0,5.960666705,60.65683999999999
155,15,165.0,2.544586356,61.071049999999985
156,15,209.0,3.864338118,60.65683999999999
157,15,349.0,7.822406439,62.07104999999999
158,15,356.0,6.497905672,60.72788999999998
159,15,268.0,4.855861377,62.48525999999998
160,15,358.0,7.180837418,60.07104999999999
161,16,372.0,9.535430061,65.82842
162,16,385.0,9.729102804,64.65684
163,16,329.0,8.26511225,66.24262999999999
164,16,392.0,8.92937522,64.89947
165,16,355.0,8.722799026,67.07105
166,16,378.0,8.994802557,67.89947
167,16,372.0,7.74232337,64.72788999999999
168,16,415.0,7.705739379,65.38472999999998
169,16,414.0,10.450383346,67.07105
170,16,395.0,9.370011483,65.48526
171,17,390.0,11.052775129,68.65683999999999
172,17,349.0,9.792871388,68.65683999999999
173,17,328.0,9.247113408,70.82842
174,17,335.0,9.545989856,71.24262999999999
175,17,373.0,9.47178419,68.48525999999998
176,17,397.0,9.015632175,69.31367999999998
177,17,422.0,8.861219271,70.97051999999996
178,17,332.0,9.577247462,71.82842
179,17,322.0,6.765228647,69.38472999999996
180,17,436.0,9.608906268,68.97051999999998
181,18,340.0,9.876208406,74.24262999999999
182,18,344.0,10.006669603,72.24262999999999
183,18,369.0,11.107924614,74.48525999999998
184,18,456.0,10.417237036,73.38472999999998
185,18,386.0,10.417290415,72.48526
186,18,396.0,10.849436389,75.89947
187,18,455.0,10.639396793,73.97051999999998
188,18,461.0,10.788962724,75.38472999999998
189,18,452.0,12.614837473,73.14209999999999
190,18,393.0,10.936139829,75.31367999999999
191,19,525.0,11.793980395,77.62735999999997
192,19,468.0,11.318138362,77.86998999999997
193,19,449.0,13.160951498,76.21314999999998
194,19,372.0,10.721810254,77.1421
195,19,463.0,11.335446892,79.04156999999998
196,19,486.0,12.150325028,78.45577999999998
197,19,483.0,11.157056815,77.45577999999998
198,19,480.0,10.785972692,79.28419999999997
199,19,486.0,10.557028022,76.69840999999997
200,19,469.0,13.453163623,77.79893999999999
201,20,401.0,11.51098522,80.55631
202,20,418.0,11.569704402,81.97052
203,20,493.0,11.054272789,80.28419999999997
204,20,505.0,11.707543665,80.86998999999997
205,20,423.0,12.437467005,81.55631
206,20,416.0,10.967365852,80.97052
207,20,492.0,11.643627977,81.04156999999998
208,20,431.0,13.529688251,82.55631
209,20,379.0,11.28512249,82.31368
210,20,390.0,11.107473223,80.72789
211,21,522.0,13.033291175,84.21314999999998
212,21,550.0,13.159160536,85.04156999999998
213,21,543.0,13.258908803,85.86998999999997
214,21,571.0,13.284708341,84.62735999999997
215,21,537.0,12.806128072,84.45577999999998
216,21,562.0,12.852772025,85.28419999999997
217,21,429.0,12.235825859,84.38472999999999
218,21,478.0,11.504640096,85.18366999999995
219,21,440.0,10.909852424,84.59787999999995
220,21,452.0,11.10284281,84.76945999999995
