0 0 2.4 2.4 2.81421 0.0 1.0 0.00016592160000000001 4.81376e-05 4.81376e-05 5.756610000000001e-05 4.92957e-05 5.756610000000001e-05
5 5 25.7 25.7 28.516628000000004 0.26456534481251814 1.0 0.0012047896 3.772474427750041e-05 3.772474427750041e-05 5.907419999999999e-05 3.6586999999999994e-05 4.6967000000000006e-05
10 10 115.8 115.8 121.10188800000006 1.8029066341753666 1.0 0.0059360518 3.8461133651397536e-05 3.8461133651397536e-05 0.0004093589999999999 3.7564399999999996e-05 4.8286300000000006e-05
15 15 240.0 240.0 250.64519699999983 2.9911816232342203 1.0 0.012011096800000001 3.849551061175589e-05 3.849551061175589e-05 0.0004118192000000001 3.83809e-05 4.7543e-05
20 20 173.5 173.5 183.06825099999998 1.2328119117866314 1.0 0.008351865099999998 3.8827742873406845e-05 3.8827742873406845e-05 6.709720000000001e-05 3.8530699999999993e-05 5.0370899999999996e-05
25 25 262.4 262.4 273.00377600000024 1.6667391876136324 1.0 0.0126994393 3.727895690303977e-05 3.727895690303977e-05 0.00041312580000000003 3.5816600000000005e-05 4.455849999999999e-05
30 30 249.9 249.9 262.03635300000013 1.1476607147286753 1.0 0.0123433991 3.705910139682405e-05 3.705910139682405e-05 0.00041612569999999996 3.642350000000001e-05 4.41011e-05
35 35 520.9 520.9 542.6874459999991 2.8405786726132005 1.0 0.0264271286 3.9018421493083815e-05 3.9018421493083815e-05 0.0008399707999999998 3.8513199999999996e-05 4.685819999999999e-05
40 40 213.1 213.1 223.57951299999996 0.382715379218642 1.0 0.0100012616 3.700030011437865e-05 3.700030011437865e-05 6.420890000000001e-05 3.7982300000000004e-05 4.50637e-05
45 45 525.0 525.0 542.3139780000001 1.9859795221324532 1.0 0.026024355300000003 3.7893061793495896e-05 3.7893061793495896e-05 0.0007559403 3.688910000000001e-05 4.49957e-05
50 50 584.5 584.5 604.5477639999992 1.999806637103951 1.0 0.0289626619 3.790688315321283e-05 3.790688315321283e-05 0.0008351521000000001 3.70831e-05 4.5381000000000005e-05
55 55 469.7 469.7 486.14413700000057 1.1895718334267056 1.0 0.023762738999999998 4.025875909969441e-05 4.025875909969441e-05 0.0017926214999999998 3.780279999999999e-05 4.49497e-05
60 60 1083.0 1083.0 1122.0185819999977 3.6283579383300406 1.0 0.055789262400000005 4.010297492562255e-05 4.010297492562255e-05 0.002834628 3.7595800000000003e-05 4.51189e-05
65 65 2759.3 2759.3 2853.3256699999874 9.869586083901412 1.0 0.13863019299999996 3.9668230533090495e-05 3.9668230533090495e-05 0.0041324201 3.7616699999999995e-05 4.4659e-05
70 70 2010.1 2010.1 2075.545179999993 6.363652821621736 1.0 0.10299257789999998 4.105582575895886e-05 4.105582575895886e-05 0.0053659057000000005 3.7855700000000004e-05 4.45033e-05
75 75 1439.7 1439.7 1483.316312999996 3.9089548269921286 1.0 0.07201022100000001 3.949636573684179e-05 3.949636573684179e-05 0.0025713605999999997 3.8024799999999995e-05 4.5590099999999996e-05
80 80 8232.1 8232.1 8474.247166000221 25.322568397313752 1.0 0.43722247259999997 4.047389784192288e-05 4.047389784192288e-05 0.007402049399999999 3.75493e-05 4.2973300000000004e-05
85 85 4038.7 4038.7 4164.41273499998 11.174152335306692 1.0 0.20433347699999999 4.0870375407302365e-05 4.0870375407302365e-05 0.0078174103 3.77104e-05 4.3132499999999994e-05
