Teste,Bucket,Num. Solves,Total Time,Final Cost
1,0,2.0,0.00080411,1.41421
2,0,2.0,0.000821614,1.41421
3,0,2.0,0.000966624,2.0
4,0,1.0,0.000913902,0.0
5,0,2.0,0.000845986,1.41421
6,0,2.0,0.001001937,3.4142099999999997
7,0,2.0,0.000817555,1.0
8,0,2.0,0.000965079,2.82842
9,0,2.0,0.000996151,3.0
10,0,2.0,0.001002481,3.8284199999999995
11,1,2.0,0.001190186,5.0
12,1,2.0,0.00117162,5.8284199999999995
13,1,2.0,0.001092864,4.8284199999999995
14,1,2.0,0.001139163,6.242629999999999
15,1,2.0,0.001225117,6.656839999999999
16,1,2.0,0.001172301,6.41421
17,1,2.0,0.001103582,4.41421
18,1,2.0,0.001082694,4.8284199999999995
19,1,2.0,0.001395827,7.8284199999999995
20,1,2.0,0.001513317,7.41421
21,2,2.0,0.001563103,9.41421
22,2,2.0,0.001501142,9.24263
23,2,2.0,0.001751556,11.65684
24,2,2.0,0.001439647,10.07105
25,2,2.0,0.00164252,8.41421
26,2,2.0,0.001937168,11.0
27,2,2.0,0.001923085,9.41421
28,2,2.0,0.001505628,8.41421
29,2,3.0,0.002988746,11.41421
30,2,2.0,0.001718505,10.24263
31,3,2.0,0.001893689,12.41421
32,3,25.0,0.041632364,12.65684
33,3,10.0,0.021224323,15.41421
34,3,37.0,0.052825526,12.071050000000001
35,3,2.0,0.001629232,12.242630000000002
36,3,42.0,0.065957932,14.899470000000003
37,3,2.0,0.001734193,12.485260000000002
38,3,2.0,0.001768336,12.656840000000003
39,3,13.0,0.022416951,13.828420000000001
40,3,37.0,0.062568171,13.65684
41,4,27.0,0.045494336,17.656840000000003
42,4,38.0,0.063608667,17.071050000000003
43,4,2.0,0.002326604,19.485260000000004
44,4,56.0,0.094283205,18.31368
45,4,4.0,0.005094537,17.242630000000002
46,4,56.0,0.089375066,17.31368
47,4,2.0,0.002086475,17.727890000000002
48,4,52.0,0.091018084,17.899470000000004
49,4,2.0,0.002128221,17.899470000000004
50,4,2.0,0.002198539,18.313680000000005
51,5,2.0,0.00213166,20.970520000000004
52,5,2.0,0.002294962,20.071050000000003
53,5,48.0,0.151304932,22.727890000000002
54,5,44.0,0.137164015,23.727890000000002
55,5,2.0,0.002610041,23.071050000000003
56,5,77.0,0.141317482,21.727890000000006
57,5,63.0,0.122737651,21.142100000000003
58,5,2.0,0.002435326,20.485260000000004
59,5,64.0,0.184132189,22.31368
60,5,61.0,0.144001398,22.727890000000002
61,6,80.0,0.178681462,25.727890000000006
62,6,78.0,0.166532463,24.970520000000004
63,6,46.0,0.148502268,24.31368
64,6,2.0,0.002901893,26.071050000000003
65,6,2.0,0.002854129,24.41421
66,6,88.0,0.190089189,27.556310000000007
67,6,69.0,0.179999922,24.727890000000002
68,6,120.0,0.268980963,27.899470000000004
69,6,113.0,0.255702717,27.485260000000004
70,6,110.0,0.220490261,25.142100000000006
71,7,81.0,0.184377909,28.556310000000007
72,7,90.0,0.24398321,29.142100000000006
73,7,89.0,0.279015301,29.727890000000002
74,7,66.0,0.202573106,29.727890000000002
75,7,2.0,0.003276726,29.071050000000003
76,7,90.0,0.274627696,31.142100000000003
77,7,64.0,0.211228523,30.727890000000002
78,7,93.0,0.257959774,31.970520000000004
79,7,113.0,0.383669401,31.142100000000006
80,7,108.0,0.350971302,31.142100000000006
81,8,105.0,0.298460585,34.213150000000006
82,8,109.0,0.313791394,34.79894
83,8,64.0,0.177387246,34.72789
84,8,64.0,0.176203342,33.72789
85,8,53.0,0.149581124,34.313680000000005
86,8,110.0,0.306976681,32.97052
87,8,2.0,0.003615511,32.65684
88,8,114.0,0.376925088,34.213150000000006
89,8,116.0,0.353008119,32.384730000000005
90,8,70.0,0.199138982,33.72789
91,9,116.0,0.399355812,36.21315
92,9,105.0,0.308847767,36.21315
93,9,92.0,0.29511962,36.384730000000005
94,9,89.0,0.253863607,36.72789
